X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
1000;422;0.5210043;0.3912372;0.579915;0.5855915;506.7;0.1550023;False;2/21/2026 11:59:40 AM:334;1771667980334;;
1020;408;0.5314611;0.3786497;0.5900096;0.3054317;505.1;0.1530439;False;2/21/2026 11:59:40 AM:365;1771667980365;;
1028;408;0.5359001;0.3784575;0.5732082;0.3755895;504.5;0.1583012;False;2/21/2026 11:59:40 AM:398;1771667980398;;
1032;444;0.5375249;0.4114434;0.5583615;0.5766902;503.9;0.1608828;False;2/21/2026 11:59:40 AM:435;1771667980435;;
1042;400;0.5431897;0.3712265;0.5925059;0.2127324;502.4;0.162726;False;2/21/2026 11:59:40 AM:465;1771667980465;;
1060;401;0.5524824;0.3714667;0.6118878;0.4112358;502.4;0.1554368;False;2/21/2026 11:59:40 AM:501;1771667980501;;
1073;360;0.5590518;0.3333772;0.613486;0.18658;501.1;0.1676772;False;2/21/2026 11:59:40 AM:532;1771667980532;;
1075;337;0.5600553;0.3125271;0.5833352;0.210717;500.0;0.1630329;False;2/21/2026 11:59:40 AM:568;1771667980568;;
1099;336;0.5725325;0.3115962;0.6484129;0.2956497;500.2;0.1639334;False;2/21/2026 11:59:40 AM:600;1771667980600;;
1121;321;0.5839592;0.2973943;0.6572934;0.204675;499.9;0.1502356;False;2/21/2026 11:59:40 AM:632;1771667980632;;
1109;321;0.5776192;0.2980816;0.5326645;0.3313721;500.2;0.1536735;False;2/21/2026 11:59:40 AM:670;1771667980670;;
1147;321;0.5978873;0.2981102;0.6915506;0.3196388;501.0;0.1620347;False;2/21/2026 11:59:40 AM:700;1771667980700;;
1072;318;0.5584955;0.2951558;0.4359385;0.2539075;500.5;0.157461;False;2/21/2026 11:59:40 AM:731;1771667980731;;
1075;317;0.5599884;0.2936896;0.5940894;0.265146;501.2;0.1525566;False;2/21/2026 11:59:40 AM:765;1771667980765;;
1077;325;0.5613728;0.3013087;0.5959343;0.3810643;501.5;0.1594341;False;2/21/2026 11:59:40 AM:799;1771667980799;;
1078;334;0.5615229;0.3093707;0.5753986;0.3938063;501.1;0.1582126;False;2/21/2026 11:59:40 AM:833;1771667980833;;
1058;351;0.5514575;0.3253757;0.4933386;0.4460398;502.4;0.1638019;False;2/21/2026 11:59:40 AM:865;1771667980865;;
1029;354;0.5361892;0.3279006;0.4639531;0.3854932;503.6;0.1660943;False;2/21/2026 11:59:40 AM:898;1771667980898;;
1036;372;0.5398847;0.3448106;0.5855529;0.4686529;503.4;0.1718335;False;2/21/2026 11:59:40 AM:933;1771667980933;;
1073;372;0.5589485;0.3449866;0.6508737;0.3689351;503.3;0.1758235;False;2/21/2026 11:59:40 AM:967;1771667980967;;
1102;346;0.5743166;0.3205265;0.6597239;0.1987184;504.0;0.1678804;False;2/21/2026 11:59:40 AM:999;1771667980999;;
1006;298;0.5242609;0.2766314;0.3976052;0.1144501;505.4;0.1710804;False;2/21/2026 11:59:41 AM:33;1771667981033;;
954;270;0.4969324;0.250767;0.4118586;0.1326353;506.0;0.1636171;False;2/21/2026 11:59:41 AM:70;1771667981070;;
955;245;0.4974919;0.2276218;0.5350927;0.09814916;506.3;0.1605287;False;2/21/2026 11:59:41 AM:98;1771667981098;;
928;226;0.4837583;0.2094572;0.4231023;0.1038563;507.4;0.1700722;False;2/21/2026 11:59:41 AM:132;1771667981132;;
891;214;0.464096;0.1983804;0.3878782;0.1124995;507.9;0.1595783;False;2/21/2026 11:59:41 AM:165;1771667981165;;
876;211;0.4562553;0.1954364;0.4089403;0.1484337;507.4;0.1587492;False;2/21/2026 11:59:41 AM:200;1771667981200;;
733;200;0.3822184;0.1853917;0.2332533;0.09578118;507.0;0.1566878;False;2/21/2026 11:59:41 AM:232;1771667981232;;
593;191;0.3089044;0.1775707;0.1762512;0.09637493;507.9;0.1512051;False;2/21/2026 11:59:41 AM:267;1771667981267;;
493;185;0.2572648;0.1720371;0.1494932;0.09685641;509.4;0.1543287;False;2/21/2026 11:59:41 AM:299;1771667981299;;
439;185;0.2288701;0.1716965;0.1566866;0.1413516;511.0;0.1520311;False;2/21/2026 11:59:41 AM:332;1771667981332;;
385;181;0.2008212;0.1685108;0.130069;0.1066572;513.1;0.1564684;False;2/21/2026 11:59:41 AM:366;1771667981366;;
342;183;0.1786082;0.170296;0.1168078;0.1967601;515.0;0.1545587;False;2/21/2026 11:59:41 AM:401;1771667981401;;
325;181;0.1694553;0.1684235;0.1338937;0.1200382;516.0;0.147752;False;2/21/2026 11:59:41 AM:436;1771667981436;;
310;181;0.1614973;0.1684183;0.1243957;0.1459009;516.6;0.1463113;False;2/21/2026 11:59:41 AM:468;1771667981468;;
312;177;0.1625981;0.1643083;0.1759097;0.09682386;516.3;0.1489747;False;2/21/2026 11:59:41 AM:503;1771667981503;;
312;249;0.162945;0.2308539;0.2103097;0.4359248;517.3;0.1474462;False;2/21/2026 11:59:41 AM:532;1771667981532;;
313;357;0.1632053;0.3312292;0.2041814;0.5629469;516.2;0.1424284;False;2/21/2026 11:59:41 AM:565;1771667981565;;
307;435;0.1599327;0.40322;0.1378118;0.5820683;515.2;0.1477145;False;2/21/2026 11:59:41 AM:599;1771667981599;;
329;476;0.1718449;0.441452;0.2601616;0.5685744;514.1;0.1403665;False;2/21/2026 11:59:41 AM:632;1771667981632;;
339;508;0.177007;0.4707122;0.2427452;0.5792433;513.4;0.1358142;False;2/21/2026 11:59:41 AM:665;1771667981665;;
343;533;0.1789654;0.4941034;0.2299046;0.5911729;512.8;0.1363903;False;2/21/2026 11:59:41 AM:701;1771667981701;;
348;536;0.1814368;0.4964857;0.2363289;0.5183175;513.5;0.1391371;False;2/21/2026 11:59:41 AM:735;1771667981735;;
355;547;0.184922;0.5073058;0.2466924;0.5777598;513.3;0.1382826;False;2/21/2026 11:59:41 AM:767;1771667981767;;
355;558;0.1849708;0.5173752;0.2231249;0.5883344;512.7;0.1342634;True;2/21/2026 11:59:41 AM:799;1771667981799;;
451;450;0.2350606;0.4174673;0.3822573;0.1622629;511.8;0.1362543;False;2/21/2026 11:59:41 AM:834;1771667981834;;
454;469;0.2366857;0.4350875;0.2734952;0.5566011;510.7;0.1390185;False;2/21/2026 11:59:41 AM:866;1771667981866;;
504;465;0.2626776;0.431376;0.3708413;0.3838976;510.7;0.1436715;False;2/21/2026 11:59:41 AM:899;1771667981899;;
536;460;0.2792791;0.4267199;0.3679899;0.3686048;510.7;0.1396473;False;2/21/2026 11:59:41 AM:931;1771667981931;;
587;454;0.3059659;0.4209461;0.4055787;0.3577763;510.1;0.1404392;False;2/21/2026 11:59:41 AM:969;1771667981969;;
584;482;0.3045005;0.4469449;0.2809513;0.5856634;510.8;0.1314227;True;2/21/2026 11:59:42 AM:0;1771667982000;;
591;470;0.3080007;0.4353584;0.3490423;0.3385528;510.2;0.1326052;True;2/21/2026 11:59:42 AM:32;1771667982032;;
665;472;0.3466813;0.4376827;0.4660677;0.4751482;509.3;0.09598697;True;2/21/2026 11:59:42 AM:67;1771667982067;;
671;542;0.3499034;0.5025249;0.3844848;0.7005489;507.7;0.04341418;True;2/21/2026 11:59:42 AM:101;1771667982101;;
685;556;0.3569411;0.514966;0.4124457;0.604268;507.0;0.05374801;True;2/21/2026 11:59:42 AM:134;1771667982134;;
692;584;0.3605209;0.5410313;0.4002724;0.6668743;505.7;0.0613081;True;2/21/2026 11:59:42 AM:169;1771667982169;;
698;597;0.3640242;0.5530027;0.406771;0.6443139;504.4;0.07231022;True;2/21/2026 11:59:42 AM:203;1771667982203;;
717;597;0.3738999;0.5529998;0.4449026;0.550557;504.0;0.07450751;True;2/21/2026 11:59:42 AM:234;1771667982234;;
730;598;0.380329;0.55408;0.4386768;0.5830619;503.4;0.08781616;True;2/21/2026 11:59:42 AM:267;1771667982267;;
740;600;0.3858067;0.5557228;0.4406896;0.5928484;504.2;0.09948497;True;2/21/2026 11:59:42 AM:301;1771667982301;;
741;601;0.3859626;0.5569688;0.3948752;0.5924993;505.0;0.1035094;True;2/21/2026 11:59:42 AM:335;1771667982335;;
747;601;0.3892728;0.5569006;0.4365832;0.5529978;505.7;0.1029845;True;2/21/2026 11:59:42 AM:367;1771667982367;;
750;602;0.39113;0.5583282;0.4309116;0.5980227;506.7;0.1111664;True;2/21/2026 11:59:42 AM:398;1771667982398;;
751;603;0.3913396;0.5588008;0.4020946;0.585731;506.9;0.1034637;True;2/21/2026 11:59:42 AM:432;1771667982432;;
757;605;0.3946703;0.5609134;0.4413541;0.6086055;506.9;0.107131;True;2/21/2026 11:59:42 AM:468;1771667982468;;
763;606;0.3976053;0.5613594;0.4453849;0.5924267;507.0;0.1084721;True;2/21/2026 11:59:42 AM:501;1771667982501;;
782;575;0.4076588;0.5327016;0.4827878;0.4015845;506.9;0.1124274;True;2/21/2026 11:59:42 AM:535;1771667982535;;
798;535;0.4159454;0.4958522;0.4856948;0.3481846;505.8;0.1053917;True;2/21/2026 11:59:42 AM:571;1771667982571;;
801;537;0.417431;0.4973235;0.457702;0.5401302;504.0;0.1029824;True;2/21/2026 11:59:42 AM:608;1771667982608;;
801;545;0.4174765;0.5050941;0.445416;0.6021459;502.5;0.1077457;True;2/21/2026 11:59:42 AM:634;1771667982634;;
809;536;0.4217142;0.4964449;0.4800993;0.4249879;503.0;0.1152775;True;2/21/2026 11:59:42 AM:666;1771667982666;;
817;535;0.4256236;0.4962402;0.4831171;0.4888703;503.7;0.1138805;True;2/21/2026 11:59:42 AM:699;1771667982699;;
817;538;0.4259672;0.4983374;0.4610159;0.5463175;504.1;0.1191873;True;2/21/2026 11:59:42 AM:731;1771667982731;;
822;546;0.428506;0.5060529;0.4803561;0.5912946;503.1;0.1095632;True;2/21/2026 11:59:42 AM:765;1771667982765;;
827;551;0.4307311;0.5106903;0.4806035;0.5799956;502.2;0.1095952;True;2/21/2026 11:59:42 AM:802;1771667982802;;
834;553;0.4344326;0.5122103;0.4951794;0.5638173;503.8;0.1060512;True;2/21/2026 11:59:42 AM:834;1771667982834;;
854;548;0.4451251;0.5074895;0.5316066;0.4577959;504.4;0.1086604;True;2/21/2026 11:59:42 AM:865;1771667982865;;
866;541;0.4515342;0.5011446;0.5223849;0.4407566;506.9;0.1104498;True;2/21/2026 11:59:42 AM:899;1771667982899;;
868;546;0.452119;0.5056071;0.4939875;0.5700712;507.7;0.1124184;True;2/21/2026 11:59:42 AM:934;1771667982934;;
869;562;0.4527556;0.5210082;0.4751814;0.6364461;507.0;0.1182699;True;2/21/2026 11:59:42 AM:967;1771667982967;;
872;563;0.4542142;0.5215935;0.5007297;0.5561964;508.2;0.1073462;True;2/21/2026 11:59:43 AM:2;1771667983002;;
872;536;0.4542531;0.4969954;0.4885404;0.3798316;507.9;0.1162012;True;2/21/2026 11:59:43 AM:39;1771667983039;;
890;502;0.4640364;0.4655724;0.5506983;0.3131591;508.5;0.1153652;True;2/21/2026 11:59:43 AM:67;1771667983067;;
892;499;0.4649006;0.462687;0.5082228;0.421196;508.5;0.1163269;True;2/21/2026 11:59:43 AM:98;1771667983098;;
893;498;0.4651347;0.4616993;0.5025115;0.4391962;509.8;0.1077532;True;2/21/2026 11:59:43 AM:135;1771667983135;;
894;480;0.4660598;0.4449162;0.5100325;0.3377296;509.9;0.1068072;True;2/21/2026 11:59:43 AM:169;1771667983169;;
895;499;0.4663458;0.4621801;0.4706641;0.5741877;510.4;0.106184;True;2/21/2026 11:59:43 AM:203;1771667983203;;
891;532;0.4642419;0.4925975;0.4446212;0.642138;508.1;0.1021499;True;2/21/2026 11:59:43 AM:236;1771667983236;;
891;537;0.4644445;0.4977907;0.481898;0.5658036;509.1;0.1070069;True;2/21/2026 11:59:43 AM:266;1771667983266;;
892;566;0.4649618;0.5244398;0.494909;0.6665044;510.8;0.1132885;True;2/21/2026 11:59:43 AM:300;1771667983300;;
898;487;0.4678183;0.4511848;0.5158842;0.2430614;510.7;0.101415;True;2/21/2026 11:59:43 AM:335;1771667983335;;
885;521;0.4613263;0.4832664;0.4189866;0.6495115;512.5;0.1080403;True;2/21/2026 11:59:43 AM:367;1771667983367;;
885;539;0.461435;0.4998857;0.4647598;0.6253606;514.2;0.1150181;True;2/21/2026 11:59:43 AM:400;1771667983400;;
886;544;0.461675;0.5041496;0.4829983;0.5794396;515.0;0.1053738;True;2/21/2026 11:59:43 AM:433;1771667983433;;
882;549;0.4596238;0.5087269;0.439066;0.5831377;515.1;0.1197179;True;2/21/2026 11:59:43 AM:476;1771667983476;;
882;553;0.4596505;0.5126631;0.4666863;0.6163248;516.8;0.1195535;True;2/21/2026 11:59:43 AM:490;1771667983490;;
879;559;0.4582907;0.5181409;0.4402494;0.6009637;518.3;0.1199532;True;2/21/2026 11:59:43 AM:532;1771667983532;;
880;560;0.4583529;0.5187426;0.4671677;0.5430091;518.2;0.1153153;True;2/21/2026 11:59:43 AM:564;1771667983564;;
880;570;0.4583825;0.5278494;0.466096;0.6321785;518.5;0.1129456;True;2/21/2026 11:59:43 AM:600;1771667983600;;
879;583;0.4582921;0.5404422;0.4542286;0.6613943;518.4;0.1196577;True;2/21/2026 11:59:43 AM:632;1771667983632;;
880;584;0.4588492;0.5411111;0.4767853;0.570829;517.9;0.123921;True;2/21/2026 11:59:43 AM:669;1771667983669;;
880;584;0.4587611;0.5416421;0.4546761;0.5610647;518.1;0.1316824;True;2/21/2026 11:59:43 AM:700;1771667983700;;
879;585;0.4582285;0.5420949;0.4445551;0.5895811;517.6;0.1315296;True;2/21/2026 11:59:43 AM:732;1771667983732;;
883;585;0.4601239;0.5424396;0.4897426;0.5513406;517.2;0.1300914;True;2/21/2026 11:59:43 AM:767;1771667983767;;
899;574;0.4682838;0.5316771;0.5302652;0.4549258;517.1;0.1331671;True;2/21/2026 11:59:43 AM:800;1771667983800;;
901;574;0.4694768;0.5318026;0.4970526;0.5600232;517.3;0.1342538;True;2/21/2026 11:59:43 AM:834;1771667983834;;
903;574;0.4703856;0.5319014;0.4970543;0.5600095;517.4;0.1342555;True;2/21/2026 11:59:43 AM:865;1771667983865;;
1063;526;0.5541564;0.4878903;0.7194005;0.3286112;517.6;0.144244;False;2/21/2026 11:59:43 AM:899;1771667983899;;
1054;527;0.5493769;0.4881391;0.4899947;0.5066124;516.7;0.1449746;False;2/21/2026 11:59:43 AM:937;1771667983937;;
1054;532;0.549096;0.4927104;0.5143842;0.568803;516.8;0.1483802;False;2/21/2026 11:59:43 AM:968;1771667983968;;
1057;500;0.5506328;0.4634006;0.566105;0.3313527;517.2;0.1345383;True;2/21/2026 11:59:44 AM:1;1771667984001;;
1091;485;0.5685372;0.4493388;0.6403973;0.3610592;518.0;0.135788;False;2/21/2026 11:59:44 AM:36;1771667984036;;
1091;484;0.5685141;0.448574;0.5680002;0.4309168;517.7;0.1396349;False;2/21/2026 11:59:44 AM:68;1771667984068;;
1142;474;0.5949772;0.4390857;0.687417;0.3596571;518.0;0.1407205;False;2/21/2026 11:59:44 AM:103;1771667984103;;
1140;517;0.59375;0.4793463;0.557336;0.6509557;519.3;0.1437521;False;2/21/2026 11:59:44 AM:134;1771667984134;;
1193;482;0.621569;0.4468656;0.7167265;0.2923287;519.5;0.1435804;False;2/21/2026 11:59:44 AM:166;1771667984166;;
1200;440;0.6254496;0.407506;0.6560214;0.2435063;519.2;0.14173;False;2/21/2026 11:59:44 AM:200;1771667984200;;
1206;411;0.6282849;0.3809541;0.6560294;0.2434983;518.9;0.1417673;False;2/21/2026 11:59:44 AM:232;1771667984232;;
1210;413;0.6305802;0.3832185;0.6554439;0.4256471;519.8;0.1428673;False;2/21/2026 11:59:44 AM:268;1771667984268;;
1192;414;0.6209849;0.3833547;0.5537288;0.3987373;519.7;0.1428842;False;2/21/2026 11:59:44 AM:301;1771667984301;;
1181;446;0.6156112;0.4130352;0.5609549;0.5658427;519.8;0.1419296;False;2/21/2026 11:59:44 AM:332;1771667984332;;
1173;470;0.6111816;0.4357167;0.5609638;0.5658598;519.9;0.1419389;False;2/21/2026 11:59:44 AM:367;1771667984367;;
1179;464;0.6145446;0.4299648;0.6447315;0.370207;520.4;0.144533;False;2/21/2026 11:59:44 AM:403;1771667984403;;
1124;482;0.5857698;0.4470136;0.4805399;0.5570405;521.8;0.1398604;False;2/21/2026 11:59:44 AM:439;1771667984439;;
1135;481;0.5914724;0.4462577;0.6391146;0.4250658;523.4;0.1437736;False;2/21/2026 11:59:44 AM:472;1771667984472;;
1171;442;0.6102992;0.4094865;0.6874725;0.2680402;521.9;0.1448004;False;2/21/2026 11:59:44 AM:514;1771667984514;;
1177;441;0.6133562;0.408506;0.6655442;0.370163;522.2;0.1454367;False;2/21/2026 11:59:44 AM:529;1771667984529;;
1193;434;0.6214119;0.4027257;0.6791616;0.3374381;522.4;0.1454314;False;2/21/2026 11:59:44 AM:566;1771667984566;;
1165;472;0.6070548;0.4377629;0.5353574;0.5874834;522.2;0.1472711;False;2/21/2026 11:59:44 AM:600;1771667984600;;
1121;508;0.5839578;0.4707709;0.4901161;0.6214356;522.5;0.1379846;False;2/21/2026 11:59:44 AM:633;1771667984633;;
1115;535;0.5810598;0.4954227;0.5498479;0.6189818;523.9;0.1428636;False;2/21/2026 11:59:44 AM:669;1771667984669;;
1105;552;0.5758324;0.5118956;0.5294318;0.6203353;523.7;0.1401724;False;2/21/2026 11:59:44 AM:703;1771667984703;;
1083;566;0.5640864;0.5241504;0.4976008;0.6160427;524.8;0.1382093;False;2/21/2026 11:59:44 AM:741;1771667984741;;
1084;566;0.5648847;0.5241551;0.5887513;0.5326252;524.6;0.1423874;False;2/21/2026 11:59:44 AM:757;1771667984757;;
1048;577;0.5462543;0.5347208;0.4698701;0.6181943;524.3;0.1424709;False;2/21/2026 11:59:44 AM:801;1771667984801;;
1038;581;0.5407066;0.5384145;0.4917996;0.5993337;524.5;0.1438101;False;2/21/2026 11:59:44 AM:838;1771667984838;;
1079;565;0.5623577;0.5237397;0.6497024;0.4296645;524.1;0.1318386;True;2/21/2026 11:59:44 AM:872;1771667984872;;
1068;573;0.5562591;0.5307716;0.4967059;0.6172346;523.9;0.1456691;False;2/21/2026 11:59:44 AM:900;1771667984900;;
1057;579;0.5509393;0.5370249;0.4967159;0.6172452;523.7;0.1456801;False;2/21/2026 11:59:44 AM:933;1771667984933;;
1028;611;0.5356262;0.5661764;0.4505999;0.7208502;524.6;0.1256046;True;2/21/2026 11:59:44 AM:965;1771667984965;;
1011;615;0.5266464;0.5699113;0.4593756;0.635775;524.2;0.1176334;True;2/21/2026 11:59:45 AM:1;1771667985001;;
1002;616;0.5222978;0.5710359;0.469942;0.6179498;524.3;0.1240867;True;2/21/2026 11:59:45 AM:33;1771667985033;;
990;624;0.5156649;0.5781728;0.4529604;0.6681884;524.5;0.1254264;True;2/21/2026 11:59:45 AM:67;1771667985067;;
983;624;0.5123922;0.5785124;0.4637406;0.5922089;524.3;0.1212141;True;2/21/2026 11:59:45 AM:101;1771667985101;;
979;642;0.5101925;0.5950084;0.465795;0.7201251;525.5;0.114749;True;2/21/2026 11:59:45 AM:134;1771667985134;;
974;642;0.507356;0.5953673;0.4585106;0.6353965;526.3;0.1220281;True;2/21/2026 11:59:45 AM:169;1771667985169;;
972;643;0.506643;0.5962573;0.4703833;0.6457472;525.5;0.1128368;True;2/21/2026 11:59:45 AM:200;1771667985200;;
968;644;0.5046311;0.5964739;0.4582486;0.6026353;525.0;0.1161332;True;2/21/2026 11:59:45 AM:233;1771667985233;;
965;644;0.5030548;0.5966447;0.4582478;0.6026382;524.6;0.1161333;True;2/21/2026 11:59:45 AM:267;1771667985267;;
965;645;0.5027844;0.597528;0.4686097;0.6401895;525.3;0.1184079;True;2/21/2026 11:59:45 AM:300;1771667985300;;
964;646;0.5021425;0.5982199;0.463866;0.6396222;525.4;0.1187845;True;2/21/2026 11:59:45 AM:335;1771667985335;;
963;641;0.5017261;0.5939946;0.4792477;0.5481535;524.9;0.1162598;True;2/21/2026 11:59:45 AM:367;1771667985367;;
962;650;0.5013187;0.6027222;0.4814527;0.6947818;524.7;0.1128112;True;2/21/2026 11:59:45 AM:401;1771667985401;;
959;651;0.4998995;0.6034037;0.457312;0.6433017;524.0;0.1139076;True;2/21/2026 11:59:45 AM:433;1771667985433;;
958;654;0.4991333;0.60576;0.4617585;0.6632207;523.5;0.1219611;True;2/21/2026 11:59:45 AM:469;1771667985469;;
885;659;0.4612449;0.6110383;0.3247617;0.6950653;522.7;0.1418149;False;2/21/2026 11:59:45 AM:499;1771667985499;;
793;664;0.4134914;0.6157011;0.2778087;0.6957448;521.1;0.1359828;False;2/21/2026 11:59:45 AM:533;1771667985533;;
722;670;0.3765416;0.6212133;0.2621107;0.7085703;520.5;0.1622228;False;2/21/2026 11:59:45 AM:567;1771667985567;;
639;678;0.3329453;0.6278225;0.219143;0.7205955;519.8;0.1729467;False;2/21/2026 11:59:45 AM:602;1771667985602;;
592;682;0.3087164;0.6322603;0.2190586;0.720589;519.1;0.1729117;False;2/21/2026 11:59:45 AM:634;1771667985634;;
582;684;0.3032353;0.6338125;0.2665812;0.7009781;519.1;0.1793513;False;2/21/2026 11:59:45 AM:668;1771667985668;;
508;677;0.2646827;0.6268647;0.158948;0.5759515;518.2;0.1767832;False;2/21/2026 11:59:45 AM:703;1771667985703;;
540;677;0.2815172;0.6272686;0.3768552;0.651527;518.3;0.1909797;False;2/21/2026 11:59:45 AM:737;1771667985737;;
540;677;0.2815741;0.6275729;0.3090444;0.6396852;519.2;0.1787774;False;2/21/2026 11:59:45 AM:767;1771667985767;;
537;678;0.2801499;0.627789;0.2642722;0.6514561;521.8;0.1749135;False;2/21/2026 11:59:45 AM:799;1771667985799;;
538;671;0.2802097;0.6221169;0.3019943;0.568782;521.3;0.1654137;False;2/21/2026 11:59:45 AM:833;1771667985833;;
549;444;0.2861176;0.4117561;0.3453149;0.1031757;519.9;0.1780435;False;2/21/2026 11:59:45 AM:869;1771667985869;;
602;340;0.3136634;0.315737;0.429719;0.1134413;519.8;0.1827323;False;2/21/2026 11:59:45 AM:901;1771667985901;;
640;277;0.3333533;0.2569746;0.4296203;0.1134391;519.6;0.1827012;False;2/21/2026 11:59:45 AM:932;1771667985932;;
628;286;0.3273138;0.2651927;0.2820726;0.4494203;518.5;0.1726252;False;2/21/2026 11:59:45 AM:965;1771667985965;;
612;287;0.3191175;0.2663789;0.2637887;0.4244184;519.2;0.1642044;False;2/21/2026 11:59:46 AM:0;1771667986000;;
612;291;0.3191998;0.2703601;0.3272482;0.2976644;518.7;0.1695831;False;2/21/2026 11:59:46 AM:34;1771667986034;;
624;247;0.3254648;0.2293918;0.379227;0.1085657;517.2;0.1755701;False;2/21/2026 11:59:46 AM:67;1771667986067;;
616;214;0.3210967;0.1985475;0.2812632;0.09576627;517.3;0.1715706;False;2/21/2026 11:59:46 AM:100;1771667986100;;
616;207;0.3211221;0.1920912;0.3262569;0.1545289;518.6;0.1741807;False;2/21/2026 11:59:46 AM:133;1771667986133;;
