X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
703;760;0.3663509;0.7040623;0.3451364;0.6833366;555.8;0.1585896;False;3/7/2026 11:15:16 PM:575;1772918116575;;
674;756;0.3513972;0.7006543;0.2680046;0.6321384;554.3;0.1783343;False;3/7/2026 11:15:16 PM:607;1772918116607;;
668;747;0.3482014;0.6918991;0.2886557;0.5547633;552.9;0.1775436;False;3/7/2026 11:15:16 PM:622;1772918116622;;
658;738;0.3430675;0.683808;0.2802118;0.5698956;551.7;0.1769363;False;3/7/2026 11:15:16 PM:642;1772918116642;;
624;732;0.3252897;0.6786771;0.2364301;0.5964441;555.1;0.1653214;False;3/7/2026 11:15:16 PM:676;1772918116676;;
599;728;0.3121008;0.6744578;0.2362451;0.5964656;558.1;0.1652254;False;3/7/2026 11:15:16 PM:711;1772918116711;;
628;724;0.3271643;0.6707178;0.4181479;0.5799065;559.4;0.1632062;False;3/7/2026 11:15:16 PM:733;1772918116733;;
650;720;0.3388447;0.6674871;0.4178963;0.5798804;560.5;0.1631208;False;3/7/2026 11:15:16 PM:753;1772918116753;;
660;719;0.343754;0.6666185;0.4041033;0.5987714;561.5;0.1630962;False;3/7/2026 11:15:16 PM:769;1772918116769;;
669;718;0.3487083;0.6656655;0.4038099;0.5987414;562.5;0.1630041;False;3/7/2026 11:15:16 PM:788;1772918116788;;
668;716;0.3483595;0.6630214;0.3254324;0.5674793;562.0;0.179885;False;3/7/2026 11:15:16 PM:802;1772918116802;;
664;714;0.3461696;0.6613173;0.2951889;0.5760059;561.5;0.1795791;False;3/7/2026 11:15:16 PM:816;1772918116816;;
661;712;0.3442855;0.6598275;0.2951045;0.5760178;561.1;0.1795432;False;3/7/2026 11:15:16 PM:829;1772918116829;;
656;710;0.3420426;0.6580123;0.2950702;0.576023;560.8;0.1795286;False;3/7/2026 11:15:16 PM:848;1772918116848;;
656;678;0.3420222;0.6286599;0.3299209;0.4072816;561.0;0.1806632;False;3/7/2026 11:15:16 PM:865;1772918116865;;
656;657;0.3420119;0.6088446;0.3294778;0.4071628;561.3;0.1804297;False;3/7/2026 11:15:16 PM:879;1772918116879;;
658;635;0.3428513;0.5883242;0.3656118;0.387747;561.5;0.1802177;False;3/7/2026 11:15:16 PM:895;1772918116895;;
658;618;0.3430173;0.5726797;0.3513;0.3987944;561.7;0.1803518;False;3/7/2026 11:15:16 PM:909;1772918116909;;
658;618;0.3430332;0.5728812;0.3444554;0.5816172;562.5;0.17304;False;3/7/2026 11:15:16 PM:923;1772918116923;;
658;619;0.3430098;0.5735966;0.3322932;0.5978416;563.3;0.1730171;False;3/7/2026 11:15:16 PM:938;1772918116938;;
658;620;0.3429889;0.5741981;0.3322315;0.5978385;564.0;0.1729879;False;3/7/2026 11:15:16 PM:951;1772918116951;;
658;620;0.3429746;0.5741528;0.3361139;0.5692757;564.6;0.1729929;False;3/7/2026 11:15:16 PM:965;1772918116965;;
661;562;0.3445382;0.5211512;0.3750201;0.2632699;563.2;0.1923233;False;3/7/2026 11:15:16 PM:983;1772918116983;;
663;535;0.345746;0.4959514;0.3776205;0.2941999;561.9;0.1923455;False;3/7/2026 11:15:16 PM:997;1772918116997;;
665;503;0.3467437;0.4659848;0.3746008;0.2631697;560.8;0.1922884;False;3/7/2026 11:15:17 PM:13;1772918117013;;
666;479;0.3470754;0.4437231;0.3607173;0.3000731;559.8;0.1923678;False;3/7/2026 11:15:17 PM:36;1772918117036;;
637;429;0.3320588;0.3979437;0.2421364;0.2015575;559.6;0.1973765;False;3/7/2026 11:15:17 PM:60;1772918117060;;
617;397;0.3217797;0.3678467;0.2423695;0.2016414;559.5;0.1973457;False;3/7/2026 11:15:17 PM:82;1772918117082;;
600;370;0.312857;0.3429567;0.2421299;0.2015553;559.4;0.1973776;False;3/7/2026 11:15:17 PM:106;1772918117106;;
601;359;0.3132373;0.3330066;0.3315063;0.2216117;557.5;0.2097298;False;3/7/2026 11:15:17 PM:121;1772918117121;;
602;350;0.3135699;0.3247229;0.3314249;0.2215517;555.9;0.2097299;False;3/7/2026 11:15:17 PM:136;1772918117136;;
605;338;0.3153319;0.3129712;0.3509355;0.2061749;554.4;0.2097302;False;3/7/2026 11:15:17 PM:155;1772918117155;;
608;327;0.316941;0.3029645;0.3511728;0.2063532;553.0;0.2097362;False;3/7/2026 11:15:17 PM:178;1772918117178;;
618;327;0.3219161;0.3029957;0.3795587;0.3145459;551.6;0.2032833;False;3/7/2026 11:15:17 PM:200;1772918117200;;
625;327;0.3260165;0.3030231;0.3795876;0.3145908;550.3;0.2032876;False;3/7/2026 11:15:17 PM:223;1772918117223;;
630;327;0.3284118;0.303055;0.3725221;0.3067455;549.2;0.2032681;False;3/7/2026 11:15:17 PM:246;1772918117246;;
639;321;0.3333144;0.298013;0.4060082;0.2132994;548.8;0.2099749;False;3/7/2026 11:15:17 PM:261;1772918117261;;
659;315;0.3432648;0.2922584;0.4334474;0.2094272;548.4;0.2099799;False;3/7/2026 11:15:17 PM:280;1772918117280;;
661;314;0.3445836;0.2911909;0.3840392;0.2535795;548.1;0.2099754;False;3/7/2026 11:15:17 PM:297;1772918117297;;
663;313;0.3457633;0.2902337;0.3840623;0.2535936;547.9;0.2099756;False;3/7/2026 11:15:17 PM:314;1772918117314;;
673;313;0.3506833;0.2904805;0.4237138;0.3097382;547.6;0.2020755;False;3/7/2026 11:15:17 PM:330;1772918117330;;
682;314;0.3553387;0.2914996;0.4296389;0.3337057;547.5;0.2020713;False;3/7/2026 11:15:17 PM:343;1772918117343;;
688;314;0.358741;0.2916614;0.4237054;0.3097323;547.3;0.2020749;False;3/7/2026 11:15:17 PM:358;1772918117358;;
697;314;0.363087;0.2913073;0.4286752;0.2708961;547.1;0.2020847;False;3/7/2026 11:15:17 PM:377;1772918117377;;
697;306;0.3631711;0.2833336;0.3748286;0.1735975;546.8;0.1962141;False;3/7/2026 11:15:17 PM:393;1772918117393;;
697;299;0.3632368;0.2774635;0.374676;0.1734511;546.5;0.1962061;False;3/7/2026 11:15:17 PM:406;1772918117406;;
697;292;0.3633137;0.2709756;0.3747061;0.1734801;546.2;0.1962073;False;3/7/2026 11:15:17 PM:423;1772918117423;;
697;288;0.3632769;0.2675775;0.3617497;0.1984314;546.0;0.1962321;False;3/7/2026 11:15:17 PM:443;1772918117443;;
697;286;0.3631819;0.2657394;0.3591742;0.2103465;544.4;0.1915815;False;3/7/2026 11:15:17 PM:461;1772918117461;;
697;286;0.3631786;0.2649496;0.3629749;0.2246934;543.0;0.1915752;False;3/7/2026 11:15:17 PM:480;1772918117480;;
697;284;0.3630795;0.2629939;0.3592837;0.2104143;541.8;0.1914031;False;3/7/2026 11:15:17 PM:507;1772918117507;;
690;283;0.359534;0.2628541;0.3092031;0.2355606;542.6;0.193761;False;3/7/2026 11:15:17 PM:523;1772918117523;;
694;282;0.3618761;0.2615951;0.4098109;0.2067545;543.4;0.1936482;False;3/7/2026 11:15:17 PM:539;1772918117539;;
698;281;0.3637499;0.2605616;0.4097476;0.2067198;544.1;0.1936396;False;3/7/2026 11:15:17 PM:554;1772918117554;;
701;280;0.3652228;0.2597392;0.4098107;0.2067544;544.7;0.193648;False;3/7/2026 11:15:17 PM:567;1772918117567;;
701;278;0.3651356;0.2581179;0.361126;0.1993179;545.2;0.1936833;False;3/7/2026 11:15:17 PM:588;1772918117588;;
698;262;0.3637978;0.2427957;0.3325559;0.07230068;545.2;0.1912499;False;3/7/2026 11:15:17 PM:602;1772918117602;;
691;249;0.3602318;0.2307694;0.3128195;0.09478448;545.1;0.1911929;False;3/7/2026 11:15:17 PM:621;1772918117621;;
688;243;0.3583903;0.2251201;0.3210062;0.1192016;545.0;0.1912859;False;3/7/2026 11:15:17 PM:637;1772918117637;;
689;241;0.3591953;0.2237455;0.3864988;0.1620536;546.4;0.1905657;False;3/7/2026 11:15:17 PM:654;1772918117654;;
690;240;0.3598176;0.2226784;0.3865127;0.1620619;547.5;0.1905697;False;3/7/2026 11:15:17 PM:669;1772918117669;;
692;239;0.3604563;0.2215683;0.3864456;0.1620231;548.6;0.1905514;False;3/7/2026 11:15:17 PM:686;1772918117686;;
693;238;0.3609537;0.2207023;0.3864802;0.1620257;549.5;0.190643;False;3/7/2026 11:15:17 PM:701;1772918117701;;
692;238;0.3606054;0.2209641;0.3465377;0.2303806;550.3;0.1766355;False;3/7/2026 11:15:17 PM:716;1772918117716;;
691;238;0.3600515;0.2208529;0.3410209;0.213512;551.0;0.1766352;False;3/7/2026 11:15:17 PM:732;1772918117732;;
690;238;0.3598109;0.2210591;0.3466126;0.2304167;551.7;0.1766545;False;3/7/2026 11:15:17 PM:747;1772918117747;;
690;238;0.359398;0.2209795;0.3410298;0.2135035;552.3;0.1765864;False;3/7/2026 11:15:17 PM:761;1772918117761;;
689;238;0.359202;0.2211674;0.3466244;0.2304223;552.8;0.1766572;False;3/7/2026 11:15:17 PM:776;1772918117776;;
695;233;0.3620802;0.2159395;0.4117084;0.1162987;551.7;0.1910401;False;3/7/2026 11:15:17 PM:794;1772918117794;;
699;229;0.3641729;0.2121456;0.4118377;0.1163284;550.6;0.1910525;False;3/7/2026 11:15:17 PM:806;1772918117806;;
700;225;0.3647167;0.2084993;0.3910843;0.1119281;549.7;0.1910231;False;3/7/2026 11:15:17 PM:820;1772918117820;;
704;221;0.3667894;0.2049179;0.4115162;0.1162546;548.9;0.1910242;False;3/7/2026 11:15:17 PM:836;1772918117836;;
707;218;0.368437;0.2021091;0.4117383;0.116527;549.3;0.1831228;False;3/7/2026 11:15:17 PM:850;1772918117850;;
713;216;0.3714622;0.2000295;0.4308735;0.1205878;549.6;0.1830785;False;3/7/2026 11:15:17 PM:863;1772918117863;;
718;214;0.3741142;0.1981729;0.4309604;0.1206079;549.9;0.1830855;False;3/7/2026 11:15:17 PM:876;1772918117876;;
722;212;0.3765245;0.1964388;0.4308276;0.1205773;550.1;0.1830751;False;3/7/2026 11:15:17 PM:891;1772918117891;;
729;216;0.379965;0.2005606;0.4284302;0.2470544;551.3;0.1779985;False;3/7/2026 11:15:17 PM:919;1772918117919;;
725;281;0.3780181;0.2604106;0.3486557;0.4916856;552.5;0.1780875;False;3/7/2026 11:15:17 PM:940;1772918117940;;
713;379;0.371386;0.351243;0.3274102;0.5474952;553.5;0.1781434;False;3/7/2026 11:15:17 PM:980;1772918117980;;
713;390;0.3716165;0.3620261;0.3879219;0.4508942;552.7;0.1806632;False;3/7/2026 11:15:17 PM:999;1772918117999;;
744;372;0.3879289;0.3444762;0.5025561;0.1532617;552.0;0.1805905;False;3/7/2026 11:15:18 PM:16;1772918118016;;
770;356;0.4011582;0.3297508;0.5029184;0.1533925;551.5;0.1805839;False;3/7/2026 11:15:18 PM:32;1772918118032;;
785;354;0.4089888;0.3278482;0.4763562;0.2441246;550.9;0.1805952;False;3/7/2026 11:15:18 PM:55;1772918118055;;
791;353;0.4123923;0.3271868;0.4557684;0.3119427;552.6;0.1776595;False;3/7/2026 11:15:18 PM:81;1772918118081;;
780;408;0.4063512;0.3786843;0.3553319;0.5499488;554.2;0.1779402;False;3/7/2026 11:15:18 PM:112;1772918118112;;
752;418;0.3920717;0.3877517;0.3058449;0.4578181;553.4;0.1800218;False;3/7/2026 11:15:18 PM:137;1772918118137;;
728;427;0.3792823;0.3961971;0.306068;0.4578744;552.6;0.1800774;False;3/7/2026 11:15:18 PM:168;1772918118168;;
710;409;0.3700816;0.3795889;0.3051248;0.2440315;553.2;0.1810443;False;3/7/2026 11:15:18 PM:199;1772918118199;;
