X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
807;386;0.4203147;0.3579366;0.4610708;0.2665257;589.3;0.1755539;False;3/7/2026 11:15:13 PM:891;1772918113891;;
812;379;0.4232354;0.3518256;0.4611663;0.2665503;589.1;0.1756033;False;3/7/2026 11:15:13 PM:910;1772918113910;;
833;372;0.4341154;0.3447868;0.5184016;0.2463605;590.3;0.1734408;False;3/7/2026 11:15:13 PM:927;1772918113927;;
844;372;0.4400557;0.3448151;0.5067372;0.3520608;591.3;0.1732035;False;3/7/2026 11:15:13 PM:942;1772918113942;;
856;372;0.446061;0.3448467;0.506736;0.3520612;592.3;0.1732083;False;3/7/2026 11:15:13 PM:960;1772918113960;;
870;365;0.4533683;0.3383423;0.5195113;0.2474522;593.2;0.1732826;False;3/7/2026 11:15:13 PM:979;1772918113979;;
880;359;0.4588016;0.3330649;0.5183057;0.2463355;594.0;0.1733966;False;3/7/2026 11:15:13 PM:995;1772918113995;;
877;359;0.457139;0.3330498;0.4231296;0.325232;593.7;0.1776917;False;3/7/2026 11:15:14 PM:24;1772918114024;;
873;360;0.4549559;0.3341614;0.4025685;0.3760297;593.4;0.1782433;False;3/7/2026 11:15:14 PM:37;1772918114037;;
873;360;0.4549228;0.3337859;0.44557;0.3086327;593.2;0.1771873;False;3/7/2026 11:15:14 PM:56;1772918114056;;
870;347;0.4536161;0.3219474;0.4129402;0.1847009;593.2;0.1783056;False;3/7/2026 11:15:14 PM:71;1772918114071;;
871;337;0.4537492;0.312796;0.4607243;0.182252;593.1;0.1777299;False;3/7/2026 11:15:14 PM:83;1772918114083;;
871;329;0.4538716;0.3049131;0.4608198;0.1822737;593.1;0.1777914;False;3/7/2026 11:15:14 PM:98;1772918114098;;
871;321;0.4539768;0.2981272;0.4606177;0.1822255;593.1;0.1776638;False;3/7/2026 11:15:14 PM:110;1772918114110;;
871;314;0.4540885;0.2913923;0.4607269;0.1822528;593.0;0.1777319;False;3/7/2026 11:15:14 PM:125;1772918114125;;
880;314;0.4587527;0.2913508;0.5157287;0.2746621;591.7;0.1788493;False;3/7/2026 11:15:14 PM:142;1772918114142;;
888;314;0.4629025;0.2913109;0.5157173;0.2746622;590.6;0.1789097;False;3/7/2026 11:15:14 PM:161;1772918114161;;
893;314;0.4652697;0.2914393;0.5118479;0.3013198;589.5;0.1790988;False;3/7/2026 11:15:14 PM:174;1772918114174;;
898;314;0.4681012;0.291386;0.5157392;0.2746591;588.6;0.1788004;False;3/7/2026 11:15:14 PM:191;1772918114191;;
898;389;0.4679339;0.3610775;0.4553552;0.6729586;589.6;0.1623496;False;3/7/2026 11:15:14 PM:206;1772918114206;;
898;444;0.4677915;0.4116862;0.4554048;0.6729609;590.5;0.1621161;False;3/7/2026 11:15:14 PM:219;1772918114219;;
897;490;0.4676499;0.4542179;0.4553947;0.6729603;591.3;0.1621621;False;3/7/2026 11:15:14 PM:234;1772918114234;;
897;553;0.4674879;0.512403;0.4571601;0.6868593;592.0;0.1626356;False;3/7/2026 11:15:14 PM:263;1772918114263;;
895;602;0.466306;0.5578714;0.4360267;0.7397662;588.1;0.1528336;False;3/7/2026 11:15:14 PM:284;1772918114284;;
893;636;0.4653564;0.5891663;0.4360603;0.7397655;584.5;0.152661;False;3/7/2026 11:15:14 PM:303;1772918114303;;
891;666;0.4643359;0.6174911;0.4360825;0.7397654;581.3;0.15255;False;3/7/2026 11:15:14 PM:328;1772918114328;;
883;719;0.4602913;0.6659112;0.4172544;0.7935001;576.9;0.141758;False;3/7/2026 11:15:14 PM:369;1772918114369;;
880;733;0.4583993;0.6788563;0.4168815;0.7620801;572.9;0.1423505;False;3/7/2026 11:15:14 PM:391;1772918114391;;
879;740;0.4578565;0.6857453;0.4296925;0.7465346;571.3;0.1401705;False;3/7/2026 11:15:14 PM:411;1772918114411;;
878;744;0.45748;0.6889876;0.4285335;0.7383832;569.8;0.1400124;False;3/7/2026 11:15:14 PM:425;1772918114425;;
877;747;0.4571154;0.6917465;0.4278281;0.7381866;568.5;0.1397518;False;3/7/2026 11:15:14 PM:438;1772918114438;;
876;750;0.4567223;0.6945816;0.4278488;0.7381882;567.3;0.139661;False;3/7/2026 11:15:14 PM:454;1772918114454;;
874;754;0.4554296;0.6986395;0.4124179;0.7555029;565.5;0.1433734;False;3/7/2026 11:15:14 PM:470;1772918114470;;
871;758;0.4540777;0.7018779;0.4116806;0.7489819;563.9;0.1431225;False;3/7/2026 11:15:14 PM:489;1772918114489;;
870;760;0.4531758;0.7039781;0.4116215;0.7489832;562.5;0.1433478;False;3/7/2026 11:15:14 PM:503;1772918114503;;
868;762;0.452518;0.7060491;0.4143485;0.7524632;561.2;0.1431097;False;3/7/2026 11:15:14 PM:516;1772918114516;;
868;767;0.4525098;0.710757;0.430916;0.7856589;559.3;0.1356267;False;3/7/2026 11:15:14 PM:532;1772918114532;;
868;771;0.4525019;0.7146432;0.430946;0.7856705;557.5;0.1355332;False;3/7/2026 11:15:14 PM:546;1772918114546;;
868;775;0.4523898;0.7181862;0.4261051;0.7901809;556.0;0.1354853;False;3/7/2026 11:15:14 PM:560;1772918114560;;
868;778;0.4522879;0.721278;0.4261053;0.7901809;554.6;0.1354849;False;3/7/2026 11:15:14 PM:572;1772918114572;;
868;782;0.4521771;0.7244883;0.4261051;0.7901807;553.4;0.1354855;False;3/7/2026 11:15:14 PM:588;1772918114588;;
864;782;0.4501223;0.7249655;0.3966064;0.7476771;550.8;0.1372885;False;3/7/2026 11:15:14 PM:604;1772918114604;;
860;782;0.4484143;0.7249643;0.3933583;0.7246183;548.5;0.1371927;False;3/7/2026 11:15:14 PM:618;1772918114618;;
858;782;0.4469076;0.7249632;0.3930577;0.7245827;546.5;0.1371182;False;3/7/2026 11:15:14 PM:630;1772918114630;;
854;782;0.4451662;0.7249619;0.3929273;0.7245675;544.6;0.1370872;False;3/7/2026 11:15:14 PM:648;1772918114648;;
854;783;0.4449632;0.7250025;0.4332237;0.7306033;544.3;0.1392372;False;3/7/2026 11:15:14 PM:665;1772918114665;;
854;783;0.444937;0.7250868;0.4213997;0.7358393;544.0;0.1390349;False;3/7/2026 11:15:14 PM:678;1772918114678;;
854;783;0.4449164;0.7250906;0.4196225;0.7266173;543.7;0.1388469;False;3/7/2026 11:15:14 PM:692;1772918114692;;
854;783;0.444903;0.7250941;0.4198607;0.7266425;543.5;0.1389228;False;3/7/2026 11:15:14 PM:706;1772918114706;;
849;786;0.4423056;0.7283275;0.3856373;0.7915896;545.7;0.1510683;False;3/7/2026 11:15:14 PM:726;1772918114726;;
847;789;0.4414917;0.7306822;0.3959145;0.8000724;547.7;0.1513087;False;3/7/2026 11:15:14 PM:738;1772918114738;;
846;790;0.440889;0.7319505;0.398528;0.7848817;549.5;0.1508908;False;3/7/2026 11:15:14 PM:750;1772918114750;;
843;792;0.4392977;0.7336968;0.3829743;0.7946068;551.1;0.1509195;False;3/7/2026 11:15:14 PM:763;1772918114763;;
839;794;0.4374382;0.7357477;0.3830745;0.7946175;552.6;0.1509556;False;3/7/2026 11:15:14 PM:781;1772918114781;;
839;794;0.4373556;0.7360077;0.4347703;0.7624223;552.0;0.1293845;True;3/7/2026 11:15:14 PM:798;1772918114798;;
839;794;0.4372158;0.736037;0.4279477;0.7529333;551.5;0.1291966;True;3/7/2026 11:15:14 PM:810;1772918114810;;
839;794;0.4370746;0.736066;0.4274704;0.7528818;551.0;0.1290638;True;3/7/2026 11:15:14 PM:826;1772918114826;;
838;794;0.4369467;0.7360928;0.4275517;0.7528905;550.5;0.1290856;True;3/7/2026 11:15:14 PM:840;1772918114840;;
838;795;0.4368079;0.7361226;0.4275976;0.7528953;550.2;0.129098;True;3/7/2026 11:15:14 PM:857;1772918114857;;
838;795;0.436632;0.7361227;0.4105592;0.7361361;550.5;0.1306997;True;3/7/2026 11:15:14 PM:874;1772918114874;;
838;794;0.4366412;0.7360191;0.4371233;0.7267949;550.7;0.130377;True;3/7/2026 11:15:14 PM:887;1772918114887;;
838;794;0.4366454;0.7359225;0.4368771;0.7267705;551.0;0.1302388;True;3/7/2026 11:15:14 PM:900;1772918114900;;
838;794;0.4366484;0.7358235;0.436815;0.7267638;551.2;0.1302128;True;3/7/2026 11:15:14 PM:914;1772918114914;;
822;795;0.4283122;0.7362977;0.345766;0.7655219;552.4;0.1466635;False;3/7/2026 11:15:14 PM:934;1772918114934;;
812;795;0.4232408;0.7366011;0.345682;0.7655117;553.5;0.1466325;False;3/7/2026 11:15:14 PM:948;1772918114948;;
812;795;0.4231042;0.7367412;0.4016578;0.757293;554.5;0.146306;False;3/7/2026 11:15:14 PM:968;1772918114968;;
794;795;0.4138751;0.7367975;0.3311599;0.7532224;555.4;0.1467696;False;3/7/2026 11:15:14 PM:990;1772918114990;;
794;795;0.4137299;0.7368268;0.3910576;0.7525509;557.4;0.1464507;False;3/7/2026 11:15:15 PM:7;1772918115007;;
791;796;0.4121648;0.7374207;0.3628085;0.7775692;559.1;0.1455263;False;3/7/2026 11:15:15 PM:21;1772918115021;;
787;797;0.4103423;0.7381266;0.3628114;0.7775698;560.6;0.1455276;False;3/7/2026 11:15:15 PM:39;1772918115039;;
787;797;0.4100629;0.738397;0.3810082;0.7696755;562.0;0.146045;False;3/7/2026 11:15:15 PM:53;1772918115053;;
787;796;0.4099835;0.737315;0.4053769;0.7035474;562.3;0.1465025;False;3/7/2026 11:15:15 PM:70;1772918115070;;
787;795;0.4099252;0.7365493;0.4051976;0.7035289;562.6;0.1464261;False;3/7/2026 11:15:15 PM:80;1772918115080;;
786;794;0.4098615;0.7357415;0.4050123;0.7035103;562.9;0.1463495;False;3/7/2026 11:15:15 PM:96;1772918115096;;
786;793;0.4097978;0.7349259;0.4051792;0.7035272;563.1;0.1464185;False;3/7/2026 11:15:15 PM:112;1772918115112;;
764;793;0.3981189;0.7349738;0.3010553;0.7462057;562.6;0.1521167;False;3/7/2026 11:15:15 PM:131;1772918115131;;
754;793;0.3927792;0.7349784;0.3224608;0.7419183;562.2;0.1522254;False;3/7/2026 11:15:15 PM:149;1772918115149;;
745;793;0.3885013;0.7349827;0.3227638;0.7419511;561.8;0.1523503;False;3/7/2026 11:15:15 PM:167;1772918115167;;
733;793;0.3820941;0.7350184;0.3008457;0.746233;561.4;0.1520363;False;3/7/2026 11:15:15 PM:183;1772918115183;;
733;793;0.3820259;0.7347391;0.3751805;0.716505;563.7;0.1543936;False;3/7/2026 11:15:15 PM:197;1772918115197;;
733;793;0.3819742;0.7345287;0.374613;0.7164362;565.7;0.1541025;False;3/7/2026 11:15:15 PM:210;1772918115210;;
733;793;0.3819242;0.7343259;0.3745464;0.7164281;567.5;0.1540698;False;3/7/2026 11:15:15 PM:225;1772918115225;;
733;792;0.3818676;0.7340988;0.3747207;0.7164491;569.2;0.1541561;False;3/7/2026 11:15:15 PM:241;1772918115241;;
736;795;0.3835456;0.7364669;0.4110593;0.7894788;565.1;0.1374861;False;3/7/2026 11:15:15 PM:263;1772918115263;;
737;796;0.3843239;0.7376983;0.4061173;0.783871;561.5;0.1376293;False;3/7/2026 11:15:15 PM:278;1772918115278;;
740;797;0.3854568;0.7384351;0.4130888;0.7758174;558.2;0.1372762;False;3/7/2026 11:15:15 PM:295;1772918115295;;
741;798;0.3863555;0.7397999;0.4111302;0.7894876;555.3;0.137514;False;3/7/2026 11:15:15 PM:312;1772918115312;;
743;799;0.3873535;0.7404193;0.4131687;0.7758272;552.6;0.1373049;False;3/7/2026 11:15:15 PM:331;1772918115331;;
743;799;0.3872151;0.7404484;0.3756861;0.7456992;553.3;0.1515109;False;3/7/2026 11:15:15 PM:347;1772918115347;;
743;799;0.3870471;0.7404302;0.3726221;0.7381527;553.8;0.1512643;False;3/7/2026 11:15:15 PM:360;1772918115360;;
742;799;0.3868967;0.7404143;0.3723491;0.7381201;554.4;0.1511787;False;3/7/2026 11:15:15 PM:372;1772918115372;;
742;799;0.3867368;0.7403975;0.3722442;0.7381076;554.8;0.1511475;False;3/7/2026 11:15:15 PM:386;1772918115386;;
743;799;0.3869822;0.7403756;0.3999414;0.7375537;554.2;0.1517849;False;3/7/2026 11:15:15 PM:402;1772918115402;;
743;799;0.3871929;0.7403568;0.3999624;0.7375557;553.6;0.1517928;False;3/7/2026 11:15:15 PM:417;1772918115417;;
743;799;0.3873664;0.7403406;0.3997874;0.7375385;553.1;0.1517282;False;3/7/2026 11:15:15 PM:431;1772918115431;;
744;799;0.3878525;0.740339;0.4064773;0.7400396;552.7;0.1516952;False;3/7/2026 11:15:15 PM:450;1772918115450;;
738;802;0.3847192;0.7427654;0.3338726;0.806546;552.7;0.1453268;False;3/7/2026 11:15:15 PM:466;1772918115466;;
736;802;0.3834803;0.743303;0.3478893;0.7792244;552.7;0.1448164;False;3/7/2026 11:15:15 PM:481;1772918115481;;
734;803;0.3823364;0.7437963;0.3475145;0.779182;552.7;0.1446129;False;3/7/2026 11:15:15 PM:495;1772918115495;;
732;803;0.3812785;0.7442738;0.3479055;0.7792262;552.7;0.1448255;False;3/7/2026 11:15:15 PM:509;1772918115509;;
736;805;0.3833984;0.7454673;0.425832;0.7985395;550.9;0.1429229;False;3/7/2026 11:15:15 PM:524;1772918115524;;
741;805;0.3863975;0.7458868;0.4375123;0.781899;549.2;0.1427861;False;3/7/2026 11:15:15 PM:538;1772918115538;;
746;805;0.3886968;0.7462206;0.4375178;0.7819;547.8;0.1427651;False;3/7/2026 11:15:15 PM:551;1772918115551;;
751;806;0.3916172;0.746666;0.4375359;0.7819036;546.4;0.1426985;False;3/7/2026 11:15:15 PM:570;1772918115570;;
754;807;0.3928666;0.74791;0.4284841;0.8050044;545.3;0.1432034;False;3/7/2026 11:15:15 PM:585;1772918115585;;
754;804;0.392739;0.7451214;0.3836617;0.6889751;547.5;0.1604367;False;3/7/2026 11:15:15 PM:600;1772918115600;;
754;802;0.3927382;0.7434083;0.3924555;0.6959545;549.5;0.160302;False;3/7/2026 11:15:15 PM:615;1772918115615;;
754;801;0.392737;0.7419263;0.392284;0.6959357;551.3;0.160252;False;3/7/2026 11:15:15 PM:628;1772918115628;;
754;799;0.3927355;0.7402688;0.3922516;0.6959322;552.9;0.1602427;False;3/7/2026 11:15:15 PM:645;1772918115645;;
752;798;0.3920016;0.7389804;0.3695018;0.7007482;552.5;0.1407072;False;3/7/2026 11:15:15 PM:664;1772918115664;;
752;797;0.392064;0.7384093;0.4001089;0.7072238;552.1;0.140476;False;3/7/2026 11:15:15 PM:678;1772918115678;;
752;796;0.3921113;0.7379053;0.3995047;0.7071428;551.8;0.1402054;False;3/7/2026 11:15:15 PM:690;1772918115690;;
753;796;0.39229;0.7371459;0.4041437;0.705406;551.5;0.1401659;False;3/7/2026 11:15:15 PM:710;1772918115710;;
750;796;0.3910833;0.7371613;0.3591247;0.7406003;550.0;0.1563962;False;3/7/2026 11:15:15 PM:725;1772918115725;;
750;795;0.3909284;0.7367558;0.3786389;0.7085192;548.6;0.1559619;False;3/7/2026 11:15:15 PM:739;1772918115739;;
750;795;0.3907684;0.7363853;0.3775973;0.7079384;547.3;0.1559852;False;3/7/2026 11:15:15 PM:753;1772918115753;;
750;794;0.3906547;0.736088;0.3786076;0.7085158;546.2;0.1559525;False;3/7/2026 11:15:15 PM:767;1772918115767;;
749;794;0.390543;0.735803;0.378467;0.7084997;545.1;0.15591;False;3/7/2026 11:15:15 PM:780;1772918115780;;
742;795;0.3868028;0.7362598;0.3284599;0.7592681;545.3;0.1466304;False;3/7/2026 11:15:15 PM:795;1772918115795;;
736;795;0.3837585;0.7366458;0.3284685;0.7592691;545.5;0.1466345;False;3/7/2026 11:15:15 PM:810;1772918115810;;
731;795;0.3811713;0.7369863;0.3285597;0.7592804;545.6;0.1466778;False;3/7/2026 11:15:15 PM:825;1772918115825;;
727;796;0.3790222;0.7372757;0.3284341;0.7592643;545.7;0.146618;False;3/7/2026 11:15:15 PM:838;1772918115838;;
715;797;0.3724465;0.7381541;0.3121609;0.7660432;545.8;0.146996;False;3/7/2026 11:15:15 PM:867;1772918115867;;
721;798;0.3759279;0.7389764;0.4186677;0.7720872;547.9;0.1467911;False;3/7/2026 11:15:15 PM:888;1772918115888;;
731;797;0.3807384;0.7388662;0.4439114;0.7275314;549.7;0.1456152;False;3/7/2026 11:15:15 PM:902;1772918115902;;
737;797;0.3843502;0.7388699;0.4305162;0.7404758;551.3;0.1460892;False;3/7/2026 11:15:15 PM:923;1772918115923;;
739;797;0.3850961;0.7383519;0.4101887;0.7103242;553.6;0.1370917;False;3/7/2026 11:15:15 PM:938;1772918115938;;
739;797;0.3853924;0.7381202;0.4023456;0.7178676;555.7;0.1368587;False;3/7/2026 11:15:15 PM:951;1772918115951;;
740;796;0.3856732;0.7379009;0.4024014;0.7178743;557.6;0.1368857;False;3/7/2026 11:15:15 PM:964;1772918115964;;
741;796;0.3863955;0.7378527;0.4102432;0.7291588;559.3;0.1370258;False;3/7/2026 11:15:15 PM:982;1772918115982;;
744;796;0.3876422;0.737829;0.4153947;0.7319711;559.2;0.1521292;False;3/7/2026 11:15:16 PM:8;1772918116008;;
743;796;0.3874967;0.73761;0.3801683;0.72126;559.2;0.1524586;False;3/7/2026 11:15:16 PM:32;1772918116032;;
743;796;0.3874115;0.7374827;0.3801188;0.7212538;559.1;0.1524316;False;3/7/2026 11:15:16 PM:49;1772918116049;;
743;796;0.3874113;0.7373253;0.3873332;0.71895;559.4;0.1553883;False;3/7/2026 11:15:16 PM:65;1772918116065;;
744;795;0.3875572;0.7367976;0.4011499;0.7017264;559.6;0.155255;False;3/7/2026 11:15:16 PM:78;1772918116078;;
745;795;0.3881448;0.7361284;0.4135226;0.6978125;559.8;0.1551831;False;3/7/2026 11:15:16 PM:93;1772918116093;;
745;794;0.3881393;0.7360513;0.3871161;0.7189211;560.0;0.1552997;False;3/7/2026 11:15:16 PM:107;1772918116107;;
744;795;0.3877322;0.7368171;0.3697586;0.7680512;560.5;0.1470188;False;3/7/2026 11:15:16 PM:122;1772918116122;;
744;796;0.3876947;0.7373637;0.3824555;0.7654029;561.0;0.1469018;False;3/7/2026 11:15:16 PM:136;1772918116136;;
744;796;0.3876594;0.7378859;0.3825298;0.7654119;561.4;0.1469295;False;3/7/2026 11:15:16 PM:150;1772918116150;;
743;798;0.3870091;0.7389833;0.3699321;0.7680728;561.7;0.1470867;False;3/7/2026 11:15:16 PM:182;1772918116182;;
742;796;0.3869716;0.73737;0.3811402;0.6942059;561.3;0.1550459;False;3/7/2026 11:15:16 PM:203;1772918116203;;
742;796;0.3869571;0.7373556;0.3820826;0.7311038;561.0;0.1542645;False;3/7/2026 11:15:16 PM:218;1772918116218;;
742;796;0.3867604;0.7373563;0.3721318;0.7376995;560.6;0.1540405;False;3/7/2026 11:15:16 PM:233;1772918116233;;
742;796;0.3865699;0.737357;0.372507;0.7377421;560.3;0.1541701;False;3/7/2026 11:15:16 PM:251;1772918116251;;
742;796;0.3868434;0.7373345;0.4004108;0.7303569;561.4;0.1430198;False;3/7/2026 11:15:16 PM:266;1772918116266;;
746;796;0.3889357;0.7370459;0.4328415;0.7130983;562.4;0.1428056;False;3/7/2026 11:15:16 PM:281;1772918116281;;
751;795;0.3912674;0.7367122;0.4329095;0.7131061;563.3;0.1428212;False;3/7/2026 11:15:16 PM:300;1772918116300;;
751;795;0.3914089;0.736699;0.4006389;0.7294955;564.0;0.1431902;False;3/7/2026 11:15:16 PM:330;1772918116330;;
749;795;0.3903255;0.736514;0.3622174;0.7169808;562.7;0.1457873;False;3/7/2026 11:15:16 PM:347;1772918116347;;
748;795;0.3900555;0.7363878;0.3747115;0.7181678;561.6;0.145025;False;3/7/2026 11:15:16 PM:363;1772918116363;;
748;794;0.3896531;0.7360761;0.3737825;0.7133867;560.5;0.1451859;False;3/7/2026 11:15:16 PM:388;1772918116388;;
747;792;0.3892223;0.7339662;0.3684473;0.6715474;557.9;0.139507;False;3/7/2026 11:15:16 PM:403;1772918116403;;
747;789;0.3893788;0.7310852;0.4007171;0.6510953;555.6;0.1388723;False;3/7/2026 11:15:16 PM:417;1772918116417;;
747;785;0.3893837;0.7273055;0.3906299;0.6395385;553.5;0.1387927;False;3/7/2026 11:15:16 PM:431;1772918116431;;
747;782;0.3895685;0.7245375;0.4010723;0.6511399;551.6;0.1390308;False;3/7/2026 11:15:16 PM:448;1772918116448;;
734;777;0.3825786;0.7198459;0.3055029;0.6244167;550.3;0.1665606;False;3/7/2026 11:15:16 PM:464;1772918116464;;
722;772;0.3765474;0.7156506;0.3054722;0.6244199;549.2;0.166544;False;3/7/2026 11:15:16 PM:480;1772918116480;;
711;768;0.3706361;0.7113789;0.3054455;0.6244229;548.1;0.1665288;False;3/7/2026 11:15:16 PM:500;1772918116500;;
704;760;0.3670785;0.7044497;0.3153371;0.5975347;547.2;0.167183;False;3/7/2026 11:15:16 PM:520;1772918116520;;
704;760;0.3669548;0.7043234;0.3529894;0.6822599;550.3;0.1588491;False;3/7/2026 11:15:16 PM:536;1772918116536;;
704;760;0.3668534;0.7042274;0.3526294;0.6822219;553.2;0.1586934;False;3/7/2026 11:15:16 PM:550;1772918116550;;
